transaction_id,sender_account,receiver_account,beneficiary_id,device_id,transaction_type,transaction_direction,transaction_channel,amount,balance_before,balance_after,transaction_status,remarks,merchant_category,latitude,longitude,location_radius_km,transaction_hour,is_new_beneficiary,is_night_transaction,transaction_velocity,otp_attempts,failed_auth_attempts,risk_score,risk_level,ml_prediction,transaction_time
4050,514989645484,676807379369,3045,273,IMPS,Debit,Hardware Token,1948.6,181702.1,179753.5,Success,"Shanker, Kadakia and Gala",Gaming,13.0827,80.2707,270.53,9,1,0,35.86,2,2,0.4,Medium,Medium,2025-09-05 09:09:41
4051,896707892023,667414002849,3091,411,UPI,Debit,Hardware Token,135427.94,197713.65,62285.71000000000,Failed,"Krishnamurthy, More and Prasad",Food,28.7041,77.1025,553.03,8,0,0,19.72,3,2,0.15,Low,Low,2026-03-02 08:56:52
4052,599714986161,779879015860,1635,1518,RTGS,Debit,USSD,147740.74,416687.75,268947.01,Success,Sarma LLC,Food,13.0827,80.2707,846.72,7,1,0,17.72,3,1,0.63,Medium,Medium,2026-04-25 07:02:02
4053,556540442630,623573594471,808,1150,ATM,Debit,USSD,86568.47,158587.06,72018.59,Success,Rout and Sons,Food,19.076,72.8777,77.9,17,0,0,47.48,1,2,0.89,High,High,2025-12-02 17:39:14
4054,809454042576,562881036568,159,1995,ATM,Credit,ATM,130887.45,323388.2,454275.65,Failed,Loyal and Sons,Food,13.0827,80.2707,736.24,11,0,0,18.92,2,2,0.45,Medium,Medium,2025-08-14 11:46:51
4055,831570730131,427739856003,2894,782,POS Purchase,Debit,Mobile App,98308.22,319710.5,221402.28,Failed,Lala-Gill,Travel,22.5726,88.3639,272.32,1,0,1,5.98,2,1,0.5,Medium,Medium,2025-09-11 01:40:08
4056,487206922949,335359311274,1955,1212,RTGS,Credit,Net Banking,111384.7,285192.67,396577.37,Success,Madan-Bhalla,Utilities,13.0827,80.2707,241.14,20,0,0,12.84,0,0,0.22,Low,Low,2025-09-16 20:22:03
4057,289572810336,441429233349,585,933,RTGS,Credit,Hardware Token,77908.19,472592.04,550500.23,Failed,Kala-Sankaran,Travel,19.076,72.8777,555.33,17,1,0,42.45,0,2,0.5,Medium,Medium,2025-11-10 17:12:43
4058,200858759600,150890881802,132,159,POS Purchase,Credit,Mobile App,57546.62,418185.57,475732.19,Success,"Mall, Goel and Thaker",Healthcare,19.076,72.8777,27.09,9,0,0,2.17,3,0,0.08,Low,Low,2025-07-03 09:45:41
4059,619394803994,387153927719,1535,339,NEFT,Debit,ATM,24371.58,151924.24,127552.66000000000,Success,"Hayre, Narasimhan and Mammen",Investment,18.5204,73.8567,144.16,19,0,0,49.79,0,0,0.83,High,High,2025-07-09 19:22:29
4060,537420269781,999095464955,1679,843,POS Purchase,Credit,Mobile App,100107.11,402135.77,502242.88,Success,"Vala, Chacko and Saini",Shopping,18.5204,73.8567,377.06,8,0,0,23.51,0,2,0.08,Low,Low,2025-11-18 08:21:46
4061,711990779665,190704782451,2748,1768,Bill Payment,Credit,ATM,30069.13,218219.01,248288.14,Success,Viswanathan Inc,Investment,19.076,72.8777,790.98,9,0,0,1.66,0,0,0.63,Medium,Medium,2025-08-24 09:08:14
4062,596145004584,831570730131,786,1960,Bill Payment,Credit,Net Banking,26414.39,93946.9,120361.29,Success,Sarraf-Contractor,Gaming,28.7041,77.1025,391.09,23,0,0,39.87,2,0,0.62,Medium,Medium,2025-06-16 23:50:35
4063,599714986161,962305567474,2555,1517,UPI,Credit,ATM,121248.26,68373.06,189621.32,Success,"Upadhyay, Ghose and Bakshi",Gaming,18.5204,73.8567,154.25,5,0,0,12.72,3,2,0.97,High,High,2025-05-14 05:12:59
4064,671700255733,423680025411,2308,962,POS Purchase,Credit,Hardware Token,4532.46,390640.04,395172.5,Success,"Gupta, Ratta and Shere",Utilities,19.076,72.8777,165.93,18,0,0,27.95,1,0,0.89,High,High,2025-05-23 18:19:45
4065,747883215021,606463103670,2767,1848,RTGS,Debit,Mobile App,78310.88,445157.04,366846.16,Success,Bansal Group,Healthcare,19.076,72.8777,515.51,23,0,0,3.01,2,1,0.69,Medium,Medium,2025-07-20 23:19:41
4066,298343802780,106271216673,132,939,RTGS,Credit,Net Banking,89304.34,172487.43,261791.77,Failed,"Sarin, Shere and Nair",Gaming,18.5204,73.8567,497.89,5,0,0,28.67,3,2,0.23,Low,Low,2026-04-16 05:33:15
4067,217883110967,615920815786,116,1427,UPI,Credit,Net Banking,126509.02,44503.52,171012.54,Failed,Bhatia-Sachdev,Food,22.5726,88.3639,997.53,7,0,0,40.71,2,2,0.39,Low,Low,2025-12-02 07:19:26
4068,631877198700,384660538498,3354,234,UPI,Debit,Mobile App,13545.03,369985.19,356440.16,Success,Dada-Sahota,Food,18.5204,73.8567,926.81,14,1,0,20.85,3,2,0.96,High,High,2026-02-23 14:37:18
4069,283807184450,554190048087,1465,1089,NEFT,Debit,Net Banking,8744.6,354280.9,345536.30000000000,Failed,Bansal-Vig,Gaming,13.0827,80.2707,597.23,4,1,0,17.7,0,1,0.24,Low,Low,2025-10-09 04:31:53
4070,714859697353,830363980187,2540,1551,UPI,Debit,ATM,4145.62,98033.33,93887.71,Success,"Rajagopalan, Menon and Sane",Investment,12.9716,77.5946,886.47,9,1,0,11.22,0,0,0.78,High,High,2025-10-09 09:02:41
4071,925926152460,626998226251,1088,1481,RTGS,Debit,Net Banking,63553.03,120226.32,56673.29000000000,Success,Kunda-Rau,Shopping,28.7041,77.1025,675.83,13,0,0,27.09,0,1,0.04,Low,Low,2025-05-17 13:32:52
4072,627287766599,162204276316,2403,454,ATM,Debit,Hardware Token,139856.38,99819.12,-40037.26000000000,Failed,Mohanty-Chawla,Investment,19.076,72.8777,989.54,10,0,0,32.04,2,1,0.27,Low,Low,2025-05-16 10:02:07
4073,248310470671,606463103670,576,172,NEFT,Debit,Mobile App,27631.51,36468.4,8836.890000000000,Failed,Gole Group,Travel,28.7041,77.1025,26.36,19,1,0,23.18,2,1,0.56,Medium,Medium,2025-08-02 19:57:26
4074,429628300782,915862978219,616,1201,ATM,Debit,USSD,77575.07,459874.11,382299.04,Success,"Contractor, Ahluwalia and Din",Shopping,28.7041,77.1025,183.19,8,1,0,40.48,2,1,0.18,Low,Low,2025-08-20 08:58:53
4075,352688026559,336394289947,2586,1716,Bill Payment,Credit,USSD,7073.2,467325.97,474399.17,Success,Saini-Borra,Investment,18.5204,73.8567,417.72,0,1,1,25.41,3,1,0.95,High,High,2025-07-10 00:44:05
4076,550519969574,247118149249,570,727,IMPS,Debit,Net Banking,19580.71,448477.48,428896.77000000000,Failed,"Contractor, Dalal and Seshadri",Investment,19.076,72.8777,482.34,9,1,0,21.58,2,0,0.07,Low,Low,2026-01-01 09:08:04
4077,231742263575,310307053471,1325,367,NEFT,Credit,USSD,65001.41,125710.22,190711.63,Failed,"Kohli, Rattan and Karnik",Gaming,22.5726,88.3639,652.12,3,0,1,39.47,2,2,0.61,Medium,Medium,2025-11-13 03:15:49
4078,446355325874,281213109635,2201,290,RTGS,Credit,Hardware Token,97582.04,44822.81,142404.85000000000,Failed,"Joshi, Chopra and Deep",Travel,17.385,78.4867,384.66,21,0,0,17.73,0,0,0.71,High,High,2026-02-14 21:22:23
4079,703566807130,596145004584,1703,1620,UPI,Debit,Hardware Token,73973.61,451827.55,377853.94,Failed,Sabharwal-Sekhon,Shopping,19.076,72.8777,758.53,22,1,0,46.25,2,1,0.07,Low,Low,2025-09-30 22:44:45
4080,871265623693,440663123407,3337,46,ATM,Debit,Hardware Token,74554.38,176224.83,101670.45000000000,Success,"Shukla, Karnik and Sankar",Travel,28.7041,77.1025,849.49,12,0,0,42.23,2,0,0.16,Low,Low,2026-04-23 12:22:39
4081,225362456393,347356903907,1142,1231,IMPS,Debit,Hardware Token,112074.65,433976.24,321901.59000000000,Failed,"Sinha, Reddy and Biswas",Utilities,22.5726,88.3639,821.51,14,0,0,30.01,3,0,0.88,High,High,2025-12-22 14:37:49
4082,263565385465,965472476976,68,1409,UPI,Debit,USSD,93920.64,151229.87,57309.230000000000,Success,"Mammen, Dar and Parsa",Food,19.076,72.8777,763.81,6,1,0,42.04,1,1,0.44,Medium,Medium,2025-10-21 06:18:07
4083,916632279024,799236465405,69,67,POS Purchase,Credit,ATM,61341.72,243468.03,304809.75,Failed,Varty-Sekhon,Gaming,28.7041,77.1025,230.74,16,1,0,39.12,0,2,0.06,Low,Low,2026-02-04 16:05:36
4084,204381945449,475164939861,1195,1750,ATM,Credit,USSD,55451.22,221100.51,276551.73,Success,"Vyas, Bala and Dixit",Food,18.5204,73.8567,129.2,14,1,0,18.34,0,0,0.87,High,High,2026-03-31 14:07:49
4085,652252889739,199320828733,3098,643,NEFT,Credit,USSD,136401.75,94745.72,231147.47,Failed,Khare Inc,Investment,18.5204,73.8567,575.68,8,1,0,38.77,1,0,0.49,Medium,Medium,2026-04-08 08:05:21
4086,159640874429,640715840480,2728,1320,NEFT,Credit,Mobile App,114460.81,276082.89,390543.7,Success,"Kohli, Dhillon and Lanka",Travel,13.0827,80.2707,738.71,8,1,0,8.97,3,1,0.43,Medium,Medium,2025-05-22 08:21:31
4087,395721619044,554393971277,1695,1158,POS Purchase,Debit,Hardware Token,27435.63,73930.14,46494.510000000000,Failed,Sanghvi Group,Food,19.076,72.8777,244.34,21,0,0,17.58,0,1,0.46,Medium,Medium,2026-02-21 21:23:40
4088,163001973608,896707892023,790,562,IMPS,Debit,Mobile App,1719.6,432480.73,430761.13,Failed,Contractor-Babu,Food,18.5204,73.8567,870.49,6,0,0,25.24,1,0,0.83,High,High,2026-01-04 06:03:05
4089,649366993205,508751384037,1949,1081,UPI,Debit,USSD,119565.33,317735.69,198170.36,Failed,Aggarwal Inc,Travel,17.385,78.4867,682.03,4,1,0,43.23,2,1,1.0,High,High,2025-08-28 04:18:21
4090,856959122999,894414250381,1874,2003,Bill Payment,Debit,Net Banking,61511.73,350706.58,289194.85000000000,Success,Wason-Kaul,Travel,19.076,72.8777,449.15,15,1,0,16.41,2,0,0.1,Low,Low,2025-05-11 15:49:12
4091,206759190417,125290631408,3348,649,Bill Payment,Credit,USSD,54165.03,98453.21,152618.24,Success,Basu Inc,Healthcare,28.7041,77.1025,356.92,8,0,0,15.84,0,1,0.46,Medium,Medium,2026-04-19 08:29:29
4092,952487384250,231742263575,81,1973,UPI,Credit,Hardware Token,103429.14,418424.81,521853.95,Success,"Bala, Chaudhari and Gill",Shopping,22.5726,88.3639,337.13,0,0,1,48.55,3,2,0.42,Medium,Medium,2025-05-23 00:15:58
4093,752238128303,999095464955,1102,914,NEFT,Credit,ATM,108086.8,244943.33,353030.13,Failed,"Chandra, Agrawal and Seth",Food,13.0827,80.2707,1.84,12,0,0,10.61,0,0,0.64,Medium,Medium,2026-01-30 12:37:40
4094,307006535222,737272893923,1245,576,POS Purchase,Credit,Mobile App,133588.15,489107.42,622695.57,Success,Raghavan-Bedi,Utilities,12.9716,77.5946,273.34,4,0,0,44.14,3,0,0.63,Medium,Medium,2026-05-08 04:08:14
4095,142804410372,556904248956,3062,1998,ATM,Debit,Mobile App,46745.39,398365.93,351620.54,Failed,Muni PLC,Travel,22.5726,88.3639,212.56,18,1,0,11.86,1,1,0.87,High,High,2025-08-07 18:20:50
4096,631877198700,963225899231,2556,573,UPI,Credit,ATM,135065.2,178597.83,313663.03,Failed,Deo-Tandon,Gaming,18.5204,73.8567,256.21,0,0,1,20.7,1,0,0.15,Low,Low,2025-09-11 00:12:40
4097,119952163028,645452242263,2487,872,IMPS,Debit,USSD,6114.61,490586.35,484471.74,Success,Ganguly LLC,Gaming,13.0827,80.2707,731.01,12,1,0,47.29,0,2,0.99,High,High,2026-04-07 12:10:28
4098,310307053471,212333493353,3336,472,RTGS,Debit,Net Banking,138268.23,73187.2,-65081.03000000000,Failed,Lata-Karnik,Shopping,28.7041,77.1025,118.11,7,0,0,23.17,3,0,0.83,High,High,2025-11-28 07:52:12
4099,625142143403,578201411965,1361,1975,Bill Payment,Credit,Hardware Token,39604.17,361143.33,400747.5,Success,Mukherjee Inc,Healthcare,19.076,72.8777,860.23,6,0,0,28.48,2,0,0.41,Medium,Medium,2025-12-11 06:57:17
4100,624110638259,231942967653,179,714,Bill Payment,Credit,Mobile App,111645.15,97572.8,209217.95,Failed,Ganesh-Khalsa,Shopping,22.5726,88.3639,779.86,1,0,1,37.05,2,1,0.58,Medium,Medium,2025-09-10 01:48:23
4101,455156954306,474849252251,2470,1314,UPI,Credit,Net Banking,65883.06,458671.49,524554.55,Failed,"Bhavsar, Saran and Pathak",Shopping,19.076,72.8777,331.72,13,1,0,47.33,1,2,0.79,High,High,2025-10-10 13:32:37
4102,856959122999,565985825361,573,1215,RTGS,Credit,Mobile App,89110.39,201729.61,290840.0,Failed,Chanda-Sehgal,Utilities,18.5204,73.8567,914.58,21,0,0,9.17,2,0,0.54,Medium,Medium,2025-07-01 21:13:04
4103,717252968277,648067137897,1647,109,POS Purchase,Credit,Hardware Token,137047.56,334307.73,471355.29,Success,Dar-Dixit,Shopping,13.0827,80.2707,606.55,20,0,0,43.68,2,2,0.37,Low,Low,2025-09-01 20:45:36
4104,599158201423,202211970558,1593,326,NEFT,Credit,Mobile App,58134.38,496796.86,554931.24,Success,"Sami, Kapoor and Sachdeva",Gaming,13.0827,80.2707,47.32,17,0,0,28.79,2,2,0.17,Low,Low,2025-07-27 17:16:18
4105,372854056652,695017181781,531,1252,UPI,Credit,ATM,53949.68,175065.43,229015.11,Success,"Pandit, Walla and Sachdeva",Shopping,18.5204,73.8567,123.18,16,0,0,39.32,1,0,0.15,Low,Low,2025-07-30 16:31:42
4106,915862978219,407164449022,1694,507,NEFT,Debit,ATM,89985.63,308393.57,218407.94,Success,Agate LLC,Investment,22.5726,88.3639,517.19,17,0,0,42.49,0,2,0.72,High,High,2025-11-12 17:20:10
4107,368049895077,950974434851,3442,996,Bill Payment,Debit,Mobile App,106211.38,306396.39,200185.01,Success,Deshpande LLC,Gaming,18.5204,73.8567,15.93,20,1,0,13.97,1,2,0.24,Low,Low,2026-02-27 20:58:55
4108,788383352883,667414002849,1644,1408,POS Purchase,Debit,USSD,10337.16,426343.82,416006.66000000000,Failed,"Golla, Malhotra and Sharma",Utilities,18.5204,73.8567,968.86,5,0,0,31.71,1,1,0.17,Low,Low,2026-03-05 05:10:32
4109,360184786869,586223353776,266,640,IMPS,Credit,Net Banking,84971.55,356106.92,441078.47,Failed,Dalal-Ramesh,Food,18.5204,73.8567,400.0,5,0,0,1.04,0,2,0.15,Low,Low,2025-09-26 05:36:08
4110,572852072630,456227143880,579,1503,NEFT,Debit,USSD,122010.89,319409.35,197398.46000000000,Success,"Kashyap, Chatterjee and Kuruvilla",Utilities,28.7041,77.1025,636.42,17,1,0,49.43,3,2,0.32,Low,Low,2025-10-24 17:54:53
4111,216628414307,517212372214,2185,501,POS Purchase,Credit,Net Banking,136004.17,339658.26,475662.43000000000,Success,Khosla-Kalla,Investment,18.5204,73.8567,184.14,23,0,0,26.21,1,2,0.28,Low,Low,2026-03-12 23:25:54
4112,459084197360,471374424180,2468,1421,ATM,Credit,USSD,32318.79,397508.56,429827.35,Failed,Yohannan-Bera,Shopping,22.5726,88.3639,356.82,17,0,0,4.63,0,1,0.63,Medium,Medium,2025-05-10 17:59:36
4113,619689319167,371377473062,2994,878,POS Purchase,Credit,Net Banking,103744.06,476444.75,580188.81,Failed,"Dua, Khanna and Toor",Travel,28.7041,77.1025,386.04,13,0,0,22.37,0,2,0.2,Low,Low,2025-10-21 13:46:55
4114,518184855031,495622826228,1226,1780,ATM,Credit,Mobile App,109883.35,256203.28,366086.63,Success,Nadig-Sarma,Investment,12.9716,77.5946,770.18,6,0,0,13.48,2,1,0.21,Low,Low,2026-03-09 06:55:11
4115,736405186771,927929133609,2014,1462,ATM,Credit,USSD,6302.53,201143.78,207446.31,Failed,Lad and Sons,Food,17.385,78.4867,244.05,6,1,0,5.35,0,2,0.16,Low,Low,2026-02-16 06:36:30
4116,200301372965,514892975921,829,479,POS Purchase,Credit,USSD,20787.05,119453.67,140240.72,Failed,"Shetty, Pau and Sahni",Investment,28.7041,77.1025,640.92,13,1,0,44.64,2,2,0.54,Medium,Medium,2025-07-21 13:48:44
4117,298278615808,780603262736,1964,1667,ATM,Credit,USSD,117817.36,28572.55,146389.91,Failed,"Jain, Raja and Chahal",Utilities,12.9716,77.5946,266.59,17,1,0,9.24,0,0,0.71,High,High,2025-10-08 17:15:12
4118,618999916877,623001490690,3105,1061,ATM,Debit,USSD,64962.66,65784.28,821.6199999999950,Success,Parsa-Agate,Shopping,18.5204,73.8567,437.14,1,0,1,12.98,1,1,0.61,Medium,Medium,2025-11-01 01:30:12
4119,905841804692,542251002254,2191,1937,Bill Payment,Credit,ATM,14163.8,432104.97,446268.77000000000,Failed,"Char, Bera and Malhotra",Investment,22.5726,88.3639,268.58,0,0,1,7.66,2,0,0.35,Low,Low,2025-06-15 00:50:20
4120,690656555676,282077862994,1909,864,ATM,Debit,USSD,100382.05,272903.68,172521.63,Success,Dhaliwal and Sons,Utilities,22.5726,88.3639,957.13,2,0,1,37.91,0,2,0.9,High,High,2026-04-12 02:05:07
4121,592401101946,261645084647,3423,731,Bill Payment,Debit,Net Banking,134833.32,300787.3,165953.98000000000,Success,Deol-Bera,Travel,28.7041,77.1025,766.59,19,1,0,11.1,3,2,0.35,Low,Low,2026-04-18 19:24:05
4122,208305349419,556540442630,817,1967,IMPS,Debit,ATM,85676.94,350081.47,264404.53000000000,Failed,"Borde, Ganesan and Kulkarni",Investment,18.5204,73.8567,615.38,13,0,0,41.86,0,0,0.45,Medium,Medium,2026-02-09 13:31:17
4123,938535465073,631837670153,432,1423,Bill Payment,Credit,Net Banking,64622.91,47417.37,112040.28,Failed,Korpal-Butala,Investment,13.0827,80.2707,498.81,22,0,0,33.95,0,2,0.09,Low,Low,2025-11-15 22:59:10
4124,786192192299,437197096619,3393,661,ATM,Credit,ATM,116727.61,313574.72,430302.33000000000,Failed,Kanda-Lata,Gaming,19.076,72.8777,473.37,15,1,0,14.58,1,1,0.85,High,High,2026-03-01 15:40:55
4125,298278615808,682850422042,3017,1201,ATM,Credit,Hardware Token,53861.16,450498.62,504359.78,Success,Saran PLC,Shopping,13.0827,80.2707,580.72,2,1,1,29.41,3,0,0.9,High,High,2025-08-25 02:30:42
4126,688271662709,489249310260,2694,1201,Bill Payment,Debit,ATM,134221.75,64486.07,-69735.68,Failed,Bir-Modi,Shopping,18.5204,73.8567,120.83,23,0,0,42.47,1,1,0.32,Low,Low,2026-04-14 23:05:22
4127,833146853503,974161943040,2097,2013,ATM,Credit,Net Banking,132896.79,35954.97,168851.76,Failed,"Bobal, Chaudhary and Chanda",Travel,18.5204,73.8567,495.92,3,0,1,18.69,2,1,0.75,High,High,2025-12-23 03:35:08
4128,217883110967,845090096245,2320,1479,RTGS,Debit,Mobile App,44412.06,410419.87,366007.81,Failed,Golla Group,Gaming,19.076,72.8777,774.13,15,0,0,15.2,1,0,0.42,Medium,Medium,2025-05-29 15:07:00
4129,899130637250,617910720651,2911,910,RTGS,Credit,USSD,141448.94,224433.1,365882.04000000000,Success,Bhargava-Setty,Travel,17.385,78.4867,316.44,17,1,0,25.94,2,2,0.46,Medium,Medium,2026-04-02 17:54:03
4130,638136357872,942967154468,3315,467,UPI,Credit,USSD,82655.96,141748.65,224404.61,Failed,Raj Inc,Travel,13.0827,80.2707,719.42,16,0,0,5.27,3,1,0.32,Low,Low,2025-10-10 16:47:35
4131,582388473293,514075841274,2729,1522,NEFT,Credit,USSD,30166.68,160474.72,190641.4,Failed,"Sharma, Vig and Sarma",Gaming,17.385,78.4867,893.03,4,0,0,43.92,3,2,0.87,High,High,2026-04-02 04:51:45
4132,251098384084,196064373781,2922,409,RTGS,Debit,ATM,54834.54,104347.17,49512.63,Success,Varughese Ltd,Travel,12.9716,77.5946,790.11,6,1,0,11.45,0,1,0.83,High,High,2025-09-07 06:04:27
4133,636994400401,852826769633,1950,847,UPI,Credit,ATM,126562.33,126140.05,252702.38,Success,Suri-Dora,Healthcare,28.7041,77.1025,980.93,11,0,0,48.63,3,2,0.87,High,High,2025-08-12 11:05:15
4134,335359311274,599897793090,2124,1818,NEFT,Debit,Net Banking,14316.16,472968.29,458652.13,Success,Dayal and Sons,Food,13.0827,80.2707,102.98,22,0,0,10.51,2,2,0.9,High,High,2025-07-10 22:04:57
4135,591364063362,901864532361,2157,927,NEFT,Credit,Hardware Token,45881.3,75416.07,121297.37000000000,Failed,Mani Ltd,Utilities,12.9716,77.5946,161.79,11,0,0,46.03,0,1,0.01,Low,Low,2026-01-26 11:50:05
4136,249884100188,599158201423,2524,350,Bill Payment,Debit,USSD,50061.3,93564.4,43503.10000000000,Success,"Khosla, Chakraborty and Goyal",Utilities,28.7041,77.1025,911.71,1,1,1,35.41,1,0,0.41,Medium,Medium,2026-04-13 01:44:39
4137,747883215021,935116341640,93,1176,POS Purchase,Credit,Hardware Token,63908.77,96237.26,160146.03,Success,"Lala, Oza and Bumb",Utilities,19.076,72.8777,668.15,3,0,1,15.03,2,1,0.37,Low,Low,2025-06-20 03:24:15
4138,251098384084,738445584767,1550,1300,NEFT,Credit,Mobile App,17242.8,272965.38,290208.18,Failed,Khare-Setty,Healthcare,13.0827,80.2707,351.32,0,1,1,5.26,3,0,0.14,Low,Low,2025-07-14 00:06:46
4139,742903576267,812791323139,3238,1443,UPI,Debit,ATM,149580.75,328850.54,179269.79000000000,Success,Bal PLC,Investment,19.076,72.8777,135.89,19,1,0,5.6,1,2,0.81,High,High,2025-10-29 19:29:51
4140,711990779665,565734257022,214,1439,UPI,Credit,ATM,3990.03,29692.04,33682.07,Success,Mitra-Krish,Gaming,13.0827,80.2707,618.42,5,1,0,20.24,0,0,0.19,Low,Low,2026-04-11 05:20:22
4141,935116341640,182991507602,1808,40,IMPS,Credit,Hardware Token,120469.3,467283.67,587752.97,Success,"Iyengar, Chauhan and Gopal",Utilities,18.5204,73.8567,932.82,10,0,0,15.92,0,0,0.0,Low,Low,2025-05-15 10:27:05
4142,792812770541,626998226251,1545,110,NEFT,Debit,USSD,10845.24,455857.45,445012.21,Failed,Chokshi PLC,Investment,18.5204,73.8567,109.97,22,1,0,25.37,2,2,0.9,High,High,2026-03-08 22:28:20
4143,831570730131,153011947014,591,894,POS Purchase,Debit,Hardware Token,92972.85,315287.43,222314.58,Failed,"Chauhan, Bhattacharyya and Muni",Shopping,17.385,78.4867,210.07,14,1,0,1.2,0,1,0.5,Medium,Medium,2026-01-13 14:46:19
4144,254719870160,471374424180,2826,1968,Bill Payment,Credit,ATM,73058.02,75769.29,148827.31,Failed,"Brahmbhatt, Chadha and Sethi",Travel,28.7041,77.1025,459.66,2,1,1,35.84,3,0,0.12,Low,Low,2025-07-11 02:05:17
4145,947772226789,231742263575,2658,347,IMPS,Credit,ATM,51031.79,49736.75,100768.54000000000,Success,Dixit Inc,Food,18.5204,73.8567,346.87,10,1,0,30.97,3,0,0.52,Medium,Medium,2025-08-16 10:30:52
4146,889520643184,333370003364,3232,678,IMPS,Debit,Net Banking,125123.32,36398.68,-88724.64000000000,Success,Ravi-Bakshi,Food,19.076,72.8777,812.35,3,0,1,49.33,2,1,0.2,Low,Low,2026-02-15 03:27:20
4147,758193564882,712858326515,3232,299,NEFT,Credit,Mobile App,8481.56,74854.38,83335.94,Failed,Nagar-Borra,Utilities,28.7041,77.1025,589.55,2,1,1,47.01,0,2,0.6,Medium,Medium,2025-07-05 02:43:10
4148,793025321451,807941686845,1936,1827,RTGS,Credit,ATM,55686.92,297189.61,352876.53000000000,Success,Parikh-Ramakrishnan,Investment,17.385,78.4867,63.67,8,1,0,18.3,2,0,0.55,Medium,Medium,2025-06-14 08:30:54
4149,992792203112,204381945449,1551,811,ATM,Credit,Mobile App,49441.41,47013.19,96454.6,Success,Bhandari-Brar,Shopping,22.5726,88.3639,252.08,14,1,0,36.99,0,1,0.79,High,High,2025-10-18 14:40:18
4150,851068736121,895236200260,2132,1883,POS Purchase,Debit,Hardware Token,47733.42,309895.45,262162.03,Success,Chaudhuri-Lad,Utilities,18.5204,73.8567,507.49,16,1,0,24.78,0,2,0.93,High,High,2025-08-15 16:30:13
4151,206963235584,572648090453,477,964,ATM,Debit,ATM,79903.12,31240.45,-48662.67,Success,Narula LLC,Shopping,18.5204,73.8567,879.97,2,0,1,32.42,0,0,0.11,Low,Low,2026-04-16 02:11:41
4152,982464538057,797222770908,532,955,UPI,Credit,ATM,86980.08,374263.16,461243.24,Success,Ramakrishnan LLC,Food,13.0827,80.2707,789.36,16,0,0,29.64,0,2,0.64,Medium,Medium,2025-10-13 16:06:08
4153,886309099029,256784959366,1967,492,IMPS,Credit,Hardware Token,20105.55,105133.47,125239.02,Failed,Salvi-Loyal,Shopping,18.5204,73.8567,15.64,23,0,0,46.17,2,0,0.48,Medium,Medium,2025-08-07 23:27:01
4154,353074637083,913729099427,3412,1520,Bill Payment,Credit,USSD,7414.21,225739.82,233154.03,Failed,Rastogi-Madan,Investment,28.7041,77.1025,675.41,13,0,0,16.04,1,0,0.48,Medium,Medium,2025-12-22 13:16:15
4155,104760258969,648827159916,2661,1181,UPI,Credit,Net Banking,11291.8,459909.65,471201.45,Success,"Dua, Bhargava and Swamy",Healthcare,13.0827,80.2707,915.9,14,0,0,17.43,3,0,0.27,Low,Low,2026-04-04 14:03:44
4156,715833442111,150262208480,2834,1551,POS Purchase,Debit,Net Banking,59912.16,199352.2,139440.04,Success,"Mukherjee, Tripathi and Mand",Gaming,13.0827,80.2707,760.22,7,0,0,36.4,1,1,0.18,Low,Low,2025-05-17 07:35:05
4157,857279019753,625495905090,1784,1504,IMPS,Credit,Mobile App,77362.44,389192.24,466554.68,Failed,"Sahni, Dayal and Wali",Travel,18.5204,73.8567,295.52,16,1,0,35.06,2,1,0.96,High,High,2025-09-07 16:05:31
4158,893662051391,770843268198,3404,1759,POS Purchase,Credit,USSD,95820.93,72635.1,168456.03,Failed,Khosla-Sidhu,Healthcare,18.5204,73.8567,161.68,11,0,0,38.61,1,1,0.48,Medium,Medium,2026-05-07 11:22:16
4159,690255296446,889520643184,2100,48,POS Purchase,Debit,Net Banking,70403.23,13848.98,-56554.25,Failed,"Khalsa, Brahmbhatt and De",Gaming,22.5726,88.3639,997.7,19,1,0,16.11,3,1,0.53,Medium,Medium,2025-11-19 19:37:50
4160,344515240747,764133338430,2847,989,POS Purchase,Credit,Net Banking,131528.97,201156.84,332685.81,Success,"Dayal, Pillai and More",Gaming,17.385,78.4867,704.01,12,0,0,4.51,1,2,0.92,High,High,2026-03-18 12:18:07
4161,702671905525,387606125457,1725,1002,POS Purchase,Debit,Mobile App,136212.41,49156.3,-87056.11,Success,Kala Inc,Travel,22.5726,88.3639,850.43,4,1,0,27.12,1,2,0.4,Medium,Medium,2025-11-30 04:13:50
4162,906357595863,949454045844,1021,999,RTGS,Credit,Mobile App,12500.89,399290.55,411791.44,Failed,Chandra LLC,Gaming,22.5726,88.3639,708.84,1,1,1,24.35,0,2,0.85,High,High,2026-04-04 01:41:19
4163,308234568791,103966958085,1813,1336,UPI,Credit,Hardware Token,117047.87,357191.96,474239.83,Failed,Dewan Ltd,Utilities,22.5726,88.3639,351.75,12,0,0,10.32,0,2,0.42,Medium,Medium,2025-09-29 12:36:08
4164,677352636037,942313198938,2443,1264,Bill Payment,Credit,USSD,103133.24,55536.08,158669.32,Failed,Batra-Balay,Gaming,18.5204,73.8567,418.31,10,1,0,48.55,2,2,0.5,Medium,Medium,2026-05-03 10:35:13
